Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
76.49,23,56457.01,181.11,Public-key asynchronous matrix,Sherrishire,0,Brazil,2016-03-25 05:05:27,0
61.72,26,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,0,Venezuela,2016-02-14 07:15:37,0
84.53,35,54773.99,236.29,User-centric composite contingency,Brownview,0,Myanmar,2016-03-26 00:32:02,0
72.03,34,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,1,Malta,2016-07-05 22:33:48,0
77.47,36,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,1,Jamaica,2016-03-14 03:29:12,0
75.65,39,64021.55,247.9,Organized upward-trending contingency,Brianabury,1,Bahrain,2016-05-30 02:34:25,0
78.15,33,72042.85,194.37,Ergonomic neutral portal,New Maria,0,Algeria,2016-03-07 22:32:15,0
63.8,38,36037.33,108.7,Adaptive demand-driven knowledgebase,Colebury,1,Tuvalu,2016-03-19 00:27:58,1
76.59,29,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,0,Georgia,2016-06-18 05:17:33,0
42.6,55,55121.65,168.29,Switchable analyzing encryption,Lake Ian,0,Cambodia,2016-07-11 18:12:43,1
78.77,28,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,0,Guam,2016-01-01 08:27:06,0
83.4,39,60879.48,235.01,Advanced local task-force,Shaneland,0,Tanzania,2016-04-07 01:57:38,0
79.53,33,61467.33,236.72,Profound well-modulated array,East Aaron,0,Indonesia,2016-02-28 22:02:14,0
73.89,35,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,1,Somalia,2016-06-26 17:25:55,0
75.8,36,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,0,Belize,2016-01-21 04:30:43,0
81.95,31,64698.58,208.76,Distributed cohesive migration,East Connie,1,Serbia,2016-05-01 21:46:37,0
56.39,58,32252.38,154.23,Programmable uniform website,West Shannon,0,Australia,2016-02-14 10:06:49,1
44.73,35,55316.97,127.56,Object-based neutral policy,North Lauraland,1,Guam,2016-01-27 18:25:42,1
38.35,33,47447.89,145.48,Horizontal global leverage,Port Christopher,1,Christmas Island,2016-06-16 20:24:33,1
72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,0,Papua New Guinea,2016-07-21 10:01:50,0
56.2,49,53549.94,114.85,Adaptive uniform capability,East Georgeside,1,Bahamas,2016-04-21 18:31:27,1
79.67,28,58576.12,226.79,Total grid-enabled application,Charlesbury,0,Comoros,2016-07-20 01:56:33,0
75.42,26,63373.7,164.25,Optional regional throughput,Millertown,1,Western Sahara,2016-02-26 17:14:14,0
78.64,31,60283.47,235.28,Integrated client-server definition,South Renee,1,Nicaragua,2016-01-16 17:56:05,0
67.69,44,37345.34,109.22,Fundamental methodical support,South Jackieberg,0,Guam,2016-04-01 01:57:12,1
38.35,41,34886.01,144.69,Synergistic reciprocal attitude,Loriville,1,Vanuatu,2016-06-24 08:42:20,1
59.52,44,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,1,Bolivia,2016-05-27 18:45:35,0
62.26,37,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,0,Malawi,2016-05-26 15:40:12,0
64.75,36,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,0,Venezuela,2016-04-06 01:19:08,1
79.97,26,61747.98,185.45,Down-sized explicit budgetary management,Port Maria,1,Nepal,2016-01-08 19:38:45,0
47.9,42,48467.68,114.53,Cross-group human-resource time-frame,East Jessefort,0,United Kingdom,2016-02-24 19:08:11,1
80.38,30,55130.96,238.06,Business-focused holistic benchmark,Port Anthony,0,Albania,2016-03-10 07:07:31,0
64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,1,Madagascar,2016-04-29 07:49:01,0
71.28,37,67307.43,246.72,Distributed scalable orchestration,Dustinchester,1,Guyana,2016-04-10 16:08:09,0
50.32,40,27964.6,125.65,Realigned intangible benchmark,Rochabury,0,Yemen,2016-04-27 18:25:30,1
72.76,33,66431.87,240.63,Virtual impactful algorithm,Williamsport,1,India,2016-05-10 04:28:55,0
72.8,35,63551.67,249.54,Public-key solution-oriented focus group,Austinland,0,Puerto Rico,2016-01-03 23:21:26,0
74.59,23,40135.06,158.35,Phased clear-thinking encoding,Lake Gerald,1,United States Virgin Islands,2016-02-15 16:52:04,1
46.66,45,49101.67,118.16,Grass-roots mission-critical emulation,Wrightview,0,Antigua and Barbuda,2016-03-09 02:07:17,1
48.86,54,53188.69,134.46,Proactive encompassing paradigm,Perryburgh,0,French Guiana,2016-01-09 17:33:03,1
37.05,39,49742.83,142.81,Automated object-oriented firmware,Tracyhaven,1,Antigua and Barbuda,2016-02-03 05:47:09,1
81.21,36,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,0,Turkmenistan,2016-01-02 09:30:11,0
66.89,23,64433.99,208.24,Universal incremental array,Sandersland,1,Honduras,2016-01-04 07:28:43,0
68.11,38,73884.48,231.21,Reactive national success,South Meredithmouth,0,Seychelles,2016-01-07 21:21:50,0
69.15,46,36424.94,112.72,Automated multi-state toolset,Richardsonshire,0,Cyprus,2016-07-24 00:22:16,1
65.72,36,28275.48,120.12,Managed didactic flexibility,Kimberlymouth,0,Saint Pierre and Miquelon,2016-02-13 13:57:53,1
40.04,27,48098.86,161.58,Cross-platform neutral system engine,Meghanchester,0,Poland,2016-05-08 10:25:08,1
68.6,33,68448.94,135.08,Focused high-level frame,Tammyshire,0,Taiwan,2016-02-17 18:50:57,1
56.16,25,66429.84,164.25,Seamless motivating approach,Millerbury,1,Cote d'Ivoire,2016-01-22 19:43:53,1
78.6,46,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,1,Micronesia,2016-07-20 13:21:37,0
78.29,38,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,0,Liberia,2016-01-05 20:58:42,0
43.83,45,35684.82,129.01,Total human-resource flexibility,Greerport,0,Saudi Arabia,2016-01-29 05:39:16,1
77.31,32,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,0,Nepal,2016-06-17 20:18:27,0
39.86,28,51171.23,161.24,Ergonomic zero tolerance encoding,East Sharon,0,Ghana,2016-02-23 13:55:48,1
66.77,25,58847.07,141.13,Cross-platform zero-defect structure,Johnstonmouth,0,Iran,2016-07-09 11:18:02,1
57.2,42,57739.03,110.66,Innovative maximized groupware,East Heatherside,0,New Zealand,2016-03-19 11:09:36,1
73.15,25,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,1,Libyan Arab Jamahiriya,2016-01-29 07:14:04,0
82.07,24,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,0,Sri Lanka,2016-06-14 07:02:09,0
49.84,38,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,1,United Arab Emirates,2016-05-18 03:19:03,1
43.97,36,68863.95,156.97,User-friendly grid-enabled analyzer,Boyerberg,1,Indonesia,2016-01-30 09:54:03,1
77.25,27,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,1,Saint Vincent and the Grenadines,2016-04-25 16:58:50,0
